Symbol,Name,Last,MarketCap,Sector,Industry
RRGB,"Red Robin Gourmet Burgers, Inc.",33.0,4.2701E8,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",24.48,2.87E9,Consumer Services,Hotels/Resorts
RTIX,"RTI Surgical Holdings, Inc.",2.69,1.9856E8,Health Care,Industrial Specialties
RTLR,Rattler Midstream LP,17.04,2.58E9,Public Utilities,Natural Gas Distribution
RTRX,"Retrophin, Inc.",13.87,5.9583E8,Health Care,Major Pharmaceuticals
RTTR,"Ritter Pharmaceuticals, Inc.",0.207,2100000.0,Health Care,Major Pharmaceuticals
RUBY,"Rubius Therapeutics, Inc.",8.88,7.0863E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUHN,Ruhnn Holding Limited,8.68,7.1796E8,Consumer Services,Catalog/Specialty Distribution
RUN,Sunrun Inc.,14.185,1.67E9,Capital Goods,Industrial Specialties
RUSHA,"Rush Enterprises, Inc.",46.01,1.66E9,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",45.51,1.64E9,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",22.08,6.3208E8,Consumer Services,Restaurants
RVNC,"Revance Therapeutics, Inc.",16.0,7.2173E8,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,8.2,1.8654E8,Finance,Savings Institutions
RWLK,ReWalk Robotics Ltd.,2.35,1.717E7,Health Care,Industrial Specialties
RYAAY,Ryanair Holdings plc,89.26,1.974E10,Transportation,Air Freight/Delivery Services
RYTM,"Rhythm Pharmaceuticals, Inc.",22.9,1.01E9,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation,22.75,6.23E9,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",2.8406,1.219E7,Energy,Oil & Gas Production
SAFM,"Sanderson Farms, Inc.",174.21,3.86E9,Consumer Non-Durables,Meat/Poultry/Fish
SAFT,"Safety Insurance Group, Inc.",92.78,1.43E9,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",73.16,3.79E9,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",93.79,2.43E9,Transportation,Trucking Freight/Courier Services
SAL,"Salisbury Bancorp, Inc.",45.25,1.2775E8,Finance,Savings Institutions
SALM,"Salem Media Group, Inc.",1.47,3.922E7,Consumer Services,Broadcasting
SAMA,Schultze Special Purpose Acquisition Corp.,10.13,1.6461E8,Finance,Business Services
SAMG,Silvercrest Asset Management Group Inc.,12.7,1.8238E8,Finance,Investment Managers
SANM,Sanmina Corporation,34.65,2.42E9,Technology,Electrical Products
SANW,S&W Seed Company,2.19,7.294E7,Consumer Non-Durables,Farming/Seeds/Milling
SASR,"Sandy Spring Bancorp, Inc.",38.16,1.36E9,Finance,Major Banks
SATS,EchoStar Corporation,43.21,4.2199999999999995E9,Technology,Radio And Television Broadcasting And Communications Equipment
SAUC,"Diversified Restaurant Holdings, Inc.",1.05,3.499E7,Consumer Services,Restaurants
SAVA,"Cassava Sciences, Inc.",7.2,1.2398E8,Health Care,Major Pharmaceuticals
SAVE,"Spirit Airlines, Inc.",40.65,2.78E9,Transportation,Air Freight/Delivery Services
SBAC,SBA Communications Corporation,238.87,2.69E10,Consumer Services,Real Estate Investment Trusts
SBBP,Strongbridge Biopharma plc,2.0,1.0841E8,Health Care,Major Pharmaceuticals
SBBX,SB One Bancorp,24.9,2.341E8,Finance,Major Banks
SBCF,Seacoast Banking Corporation of Florida,30.55,1.57E9,Finance,Major Banks
SBFG,"SB Financial Group, Inc.",19.02,1.2175E8,Finance,Major Banks
SBGI,"Sinclair Broadcast Group, Inc.",32.04,2.95E9,Consumer Services,Broadcasting
SBLK,Star Bulk Carriers Corp.,11.45,1.1E9,Transportation,Marine Transportation
SBNY,Signature Bank,136.81,7.39E9,Finance,Major Banks
SBPH,"Spring Bank Pharmaceuticals, Inc.",1.57,2.587E7,Health Care,Major Pharmaceuticals
SBRA,"Sabra Health Care REIT, Inc.",20.97,4.24E9,Consumer Services,Real Estate Investment Trusts
SBSI,"Southside Bancshares, Inc.",37.1,1.25E9,Finance,Major Banks
SBT,"Sterling Bancorp, Inc.",8.14,4.0865E8,Finance,Savings Institutions
SBUX,Starbucks Corporation,89.35,1.0552E11,Consumer Services,Restaurants
SCHL,Scholastic Corporation,38.26,1.33E9,Consumer Services,Books
SCHN,"Schnitzer Steel Industries, Inc.",21.67,5.8819E8,Consumer Durables,Industrial Specialties
SCKT,"Socket Mobile, Inc.",1.76,1.056E7,Technology,Computer Manufacturing
SCON,Superconductor Technologies Inc.,0.1949,3460000.0,Technology,Radio And Television Broadcasting And Communications Equipment
SCOR,"comScore, Inc.",4.87,3.4106E8,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc.,5.63,1.0461E8,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation,12.41,1.57E9,Technology,EDP Services
SCSC,"ScanSource, Inc.",36.78,9.2929E8,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,"Shoe Carnival, Inc.",37.32,5.2969000000000006E8,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp.,17.82,1.45E9,Technology,Computer Software: Prepackaged Software
SCYX,"SCYNEXIS, Inc.",0.897,8.724E7,Health Care,Major Pharmaceuticals
SDC,"SmileDirectClub, Inc.",8.32,3.18E9,Health Care,Medical/Dental Instruments
SEAC,"SeaChange International, Inc.",3.86,1.4249E8,Technology,Radio And Television Broadcasting And Communications Equipment
SECO,Secoo Holding Limited,6.05,3.0398E8,Consumer Services,Other Specialty Stores
SEDG,"SolarEdge Technologies, Inc.",101.81,4.95E9,Technology,Semiconductors
SEED,Origin Agritech Limited,5.3,1.694E7,Consumer Non-Durables,Farming/Seeds/Milling
SEEL,"Seelos Therapeutics, Inc.",1.35,3.638E7,Health Care,Major Pharmaceuticals
SEIC,SEI Investments Company,65.8,9.89E9,Finance,Investment Bankers/Brokers/Service
SELB,"Selecta Biosciences, Inc.",2.3,1.1085E8,Health Care,Major Pharmaceuticals
SELF,"Global Self Storage, Inc.",4.4,3.401E7,Consumer Services,Real Estate Investment Trusts
SENEA,Seneca Foods Corp.,39.89,3.6986E8,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,41.0,3.8015E8,Consumer Non-Durables,Packaged Foods
SES,"Synthesis Energy Systems, Inc.",11.4,1.575E7,Basic Industries,Major Chemicals
SESN,"Sesen Bio, Inc.",1.03,1.0782E8,Health Care,Major Pharmaceuticals
SFBC,"Sound Financial Bancorp, Inc.",36.0,9.245E7,Finance,Savings Institutions
SFBS,"ServisFirst Bancshares, Inc.",37.58,2.0099999999999998E9,Finance,Major Banks
SFET,Safe-T Group Ltd.,2.9897,3410000.0,Technology,Computer Software: Prepackaged Software
SFIX,"Stitch Fix, Inc.",25.06,2.55E9,Consumer Services,Catalog/Specialty Distribution
SFM,"Sprouts Farmers Market, Inc.",18.59,2.2E9,Consumer Services,Food Chains
SFNC,Simmons First National Corporation,26.87,3.06E9,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",42.31,3.2234E8,Finance,Major Banks
SG,"Sirius International Insurance Group, Ltd.",8.72,1.01E9,Finance,Property-Casualty Insurers
SGA,"Saga Communications, Inc.",30.31,1.7989E8,Consumer Services,Broadcasting
SGBX,"SG Blocks, Inc.",0.2,4630000.0,Consumer Services,RETAIL: Building Materials
SGC,"Superior Group of Companies, Inc.",13.75,2.0977E8,Consumer Non-Durables,Apparel
SGEN,"Seattle Genetics, Inc.",112.41,1.927E10,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGH,"SMART Global Holdings, Inc.",38.94,9.2827E8,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",0.9798,1.375E7,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",3.99,1.693E7,Technology,Electrical Products
SGMO,"Sangamo Therapeutics, Inc.",8.21,9.5185E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,26.9,2.51E9,Technology,EDP Services
SGOC,"SGOCO Group, Ltd",0.9501,7.603E7,Technology,Radio And Television Broadcasting And Communications Equipment
SGRP,"SPAR Group, Inc.",1.26,2.658E7,Miscellaneous,Business Services
SGRY,"Surgery Partners, Inc.",16.31,8.125E8,Health Care,Hospital/Nursing Management
SHBI,Shore Bancshares Inc,17.05,2.1633E8,Finance,Major Banks
SHEN,Shenandoah Telecommunications Co,41.44,2.0699999999999998E9,Public Utilities,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp,0.5421,1.458E7,Transportation,Marine Transportation
SHIPZ,Seanergy Maritime Holdings Corp,0.1101,663190.54,Transportation,Marine Transportation
SHLO,"Shiloh Industries, Inc.",3.53,8.398E7,Capital Goods,Industrial Specialties
SHOO,"Steven Madden, Ltd.",43.11,3.63E9,Consumer Non-Durables,Shoe Manufacturing
SHSP,"SharpSpring, Inc.",11.09,1.2773E8,Technology,Computer Software: Prepackaged Software
SIBN,"SI-BONE, Inc.",21.42,5.3561E8,Health Care,Medical/Dental Instruments
SIC,"Select Interior Concepts, Inc.",9.01,2.2604E8,Basic Industries,Homebuilding
SIEB,Siebert Financial Corp.,8.77,2.3817E8,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",8.69,4.2999E8,Health Care,Industrial Specialties
SIFY,Sify Technologies Limited,1.24,2.2214E8,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,4.81,3.8997E8,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",65.44,3.89E9,Finance,Property-Casualty Insurers
SILC,Silicom Ltd,33.42,2.5266E8,Technology,Computer Communications Equipment
SILK,"Silk Road Medical, Inc.",40.26,1.24E9,Health Care,Medical/Dental Instruments
SIMO,Silicon Motion Technology Corporation,50.67,1.85E9,Technology,Semiconductors
SINA,Sina Corporation,43.36,3.01E9,Technology,Computer Software: Prepackaged Software
SINO,"Sino-Global Shipping America, Ltd.",0.4746,8180000.0,Transportation,Oil Refining/Marketing
SINT,"SiNtx Technologies, Inc.",1.46,3550000.0,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc.,7.13,3.154E10,Consumer Services,Broadcasting
SITM,SiTime Corporation,24.34,3.4806E8,Technology,Semiconductors
SITO,"SITO Mobile, Ltd.",0.2942,7540000.0,Miscellaneous,Business Services
SIVB,SVB Financial Group,254.27,1.311E10,Finance,Major Banks
SKYS,"Sky Solar Holdings, Ltd.",1.43,1.2E7,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",65.04,3.28E9,Transportation,Air Freight/Delivery Services
SLAB,"Silicon Laboratories, Inc.",118.41,5.14E9,Technology,Semiconductors
SLCT,"Select Bancorp, Inc.",12.34,2.2845E8,Finance,Major Banks
SLDB,Solid Biosciences Inc.,4.43,2.0372E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLGG,"Super League Gaming, Inc.",2.4,2.057E7,Consumer Services,Services-Misc. Amusement & Recreation
SLGL,Sol-Gel Technologies Ltd.,15.75,3.211E8,Health Care,Major Pharmaceuticals
SLGN,Silgan Holdings Inc.,30.75,3.41E9,Consumer Durables,Containers/Packaging
SLM,SLM Corporation,8.94,3.77E9,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,55.46,2.2184E8,Finance,Finance: Consumer Services
SLNO,"Soleno Therapeutics, Inc.",2.8,1.2504E8,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,"Simulations Plus, Inc.",28.55,5.0315E8,Technology,EDP Services
SLRX,"Salarius Pharmaceuticals, Inc.",3.65,1.485E7,Health Care,Major Pharmaceuticals
SLS,"SELLAS Life Sciences Group, Inc. ",4.08,1.988E7,Health Care,Major Pharmaceuticals
SLVO,Credit Suisse AG,7.0445,2.009E7,Finance,Investment Bankers/Brokers/Service
SMBC,"Southern Missouri Bancorp, Inc.",38.35,3.5289E8,Finance,Banks
SMBK,"SmartFinancial, Inc.",23.44,3.2726E8,Finance,Major Banks
SMED,Sharps Compliance Corp.,4.32,6.975E7,Basic Industries,Environmental Services
SMIT,"Schmitt Industries, Inc.",3.85,1.579E7,Capital Goods,Industrial Machinery/Components
SMMC,South Mountain Merger Corp.,9.87,3.0844E8,Finance,Business Services
SMMCU,South Mountain Merger Corp.,10.41,3.2531E8,Finance,Business Services
SMMF,"Summit Financial Group, Inc.",26.55,3.3114E8,Finance,Major Banks
SMMT,Summit Therapeutics plc,1.47,4.719E7,Health Care,Major Pharmaceuticals
SMPL,The Simply Good Foods Company,27.86,2.66E9,Consumer Non-Durables,Packaged Foods
SMRT,"Stein Mart, Inc.",0.669,3.2229999999999996E7,Consumer Services,Clothing/Shoe/Accessory Stores
SMSI,"Smith Micro Software, Inc.",4.48,1.7249E8,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,53.86,3.57E9,Technology,Semiconductors
SMTX,SMTC Corporation,3.55,9.975E7,Technology,Electrical Products
SNBR,Sleep Number Corporation,47.92,1.36E9,Consumer Durables,Home Furnishings
SNCA,"Seneca Biopharma, Inc.",1.1,4250000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNCR,"Synchronoss Technologies, Inc.",5.51,2.483E8,Technology,EDP Services
SND,"Smart Sand, Inc.",2.46,1.0164E8,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE,Sundance Energy Inc. ,18.1457,1.2476E8,Energy,Oil & Gas Production
SNDL,Sundial Growers Inc.,3.03,3.2206E8,Consumer Durables,Specialty Chemicals
SNDX,"Syndax Pharmaceuticals, Inc.",8.77,2.3802E8,Health Care,Major Pharmaceuticals
SNES,"SenesTech, Inc.",0.5607,1.586E7,Basic Industries,Agricultural Chemicals
SNFCA,Security National Financial Corporation,5.89,1.0355E8,Finance,Finance: Consumer Services
SNGX,"Soligenix, Inc.",1.4189,2.93E7,Health Care,Major Pharmaceuticals
SNOA,"Sonoma Pharmaceuticals, Inc.",4.55,8080000.0,Health Care,Major Pharmaceuticals
SNPS,"Synopsys, Inc.",142.87,2.148E10,Technology,Computer Software: Prepackaged Software
SNSS,"Sunesis Pharmaceuticals, Inc.",0.34,3.785E7,Health Care,Major Pharmaceuticals
SNY,Sanofi,50.68,1.2702E11,Health Care,Major Pharmaceuticals
SOHO,Sotherly Hotels Inc.,6.71,9.577E7,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,26.43,4.255E7,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc.,26.0527,2.814E7,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,25.752,3.482E7,Consumer Services,Real Estate Investment Trusts
SOHU,Sohu.com Limited ,12.29,4.8212E8,Technology,EDP Services
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.23,8.262E7,Capital Goods,Auto Manufacturing
SOLY,"Soliton, Inc.",10.98,1.8592E8,Health Care,Medical/Dental Instruments
SONA,"Southern National Bancorp of Virginia, Inc.",16.24,3.9271E8,Finance,Major Banks
SONG,Akazoo S.A.,5.15,2.5562E8,Consumer Services,Broadcasting
SONGW,Akazoo S.A.,0.5,3090000.0,Consumer Services,Broadcasting
SONM,"Sonim Technologies, Inc.",3.52,7.166E7,Public Utilities,Telecommunications Equipment
SONO,"Sonos, Inc.",15.8,1.71E9,Consumer Non-Durables,Consumer Electronics/Appliances
SORL,"SORL Auto Parts, Inc.",4.46,8.61E7,Capital Goods,Auto Parts:O.E.M.
SP,SP Plus Corporation,42.42,9.7349E8,Consumer Services,Rental/Leasing Companies
SPAR,"Spartan Motors, Inc.",18.39,6.3865E8,Capital Goods,Auto Manufacturing
SPCB,"SuperCom, Ltd.",0.6374,1.038E7,Technology,Semiconductors
SPEX,Spherix Incorporated,1.4,6760000.0,Miscellaneous,Multi-Sector Companies
SPFI,"South Plains Financial, Inc.",21.0,3.7815E8,Finance,Major Banks
SPHS,"Sophiris Bio, Inc.",0.4997,1.723E7,Health Care,Major Pharmaceuticals
SPI,"SPI Energy Co., Ltd.",1.86,2.717E7,Technology,Semiconductors
SPKE,"Spark Energy, Inc.",9.15,3.2189E8,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",25.42,9.424E7,Public Utilities,Power Generation
SPLK,Splunk Inc.,151.98,2.37E10,Technology,Computer Software: Prepackaged Software
SPNE,SeaSpine Holdings Corporation,11.56,2.2041E8,Health Care,Medical/Dental Instruments
SPNS,Sapiens International Corporation N.V.,23.34,1.17E9,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",12.13,2.287E8,Public Utilities,Telecommunications Equipment
SPPI,"Spectrum Pharmaceuticals, Inc.",3.45,3.8976E8,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",9.87,1.8879E8,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",1.1,2.095E7,Technology,EDP Services
SPSC,"SPS Commerce, Inc.",56.1,1.95E9,Technology,Computer Software: Prepackaged Software
SPT,"Sprout Social, Inc",16.55,7.9249E8,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company,13.98,5.0814E8,Consumer Non-Durables,Food Distributors
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",7.635,3.3006E8,Consumer Services,Other Specialty Stores
SPWR,SunPower Corporation,7.83,1.31E9,Technology,Semiconductors
SQBG,"Sequential Brands Group, Inc.",0.3541,2.32E7,Consumer Non-Durables,Apparel
SRAX,"SRAX, Inc.",2.51,3.513E7,Technology,Advertising
SRCE,1st Source Corporation,51.81,1.32E9,Finance,Major Banks
SRCL,"Stericycle, Inc.",62.66,5.71E9,Basic Industries,Environmental Services
SRDX,"Surmodics, Inc.",40.96,5.5497E8,Health Care,Medical/Dental Instruments
SREV,"ServiceSource International, Inc.",1.74,1.6442E8,Miscellaneous,Business Services
SRNE,"Sorrento Therapeutics, Inc.",3.39,5.5776E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRPT,"Sarepta Therapeutics, Inc.",129.09,9.62E9,Health Care,Major Pharmaceuticals
SRRA,"Sierra Oncology, Inc.",0.376,2.808E7,Health Care,Major Pharmaceuticals
SRRK,Scholar Rock Holding Corporation,12.2,3.6208E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTS,"Sensus Healthcare, Inc.",3.69,6.087E7,Health Care,Medical/Dental Instruments
SSB,South State Corporation,86.88,2.93E9,Finance,Major Banks
SSKN,"Strata Skin Sciences, Inc.",1.89,6.219E7,Health Care,Medical/Dental Instruments
SSNC,"SS&C Technologies Holdings, Inc.",61.64,1.558E10,Technology,Computer Software: Prepackaged Software
SSNT,"SilverSun Technologies, Inc.",4.45,2.003E7,Miscellaneous,Business Services
SSP,E.W. Scripps Company (The),15.02,1.22E9,Consumer Services,Broadcasting
SSPK,Silver Spike Acquisition Corp.,9.94,2.485E8,Finance,Business Services
SSPKU,Silver Spike Acquisition Corp.,10.17,2.5425E8,Finance,Business Services
SSPKW,Silver Spike Acquisition Corp.,0.3762,7340000.0,Finance,Business Services
SSRM,SSR Mining Inc.,18.97,2.33E9,Basic Industries,Precious Metals
SSTI,"ShotSpotter, Inc.",26.73,3.0559E8,Technology,Computer Software: Prepackaged Software
SSYS,"Stratasys, Ltd.",20.14,1.1E9,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company,34.79,1.55E9,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",0.8303,7210000.0,Technology,Professional Services
STAY,"Extended Stay America, Inc.",14.95,2.73E9,Consumer Services,Hotels/Resorts
STBA,"S&T Bancorp, Inc.",40.57,1.61E9,Finance,Major Banks
STCN,"Steel Connect, Inc.",1.52,9.395E7,Miscellaneous,Business Services
STFC,State Auto Financial Corporation,30.2,1.32E9,Finance,Property-Casualty Insurers
STIM,"Neuronetics, Inc.",4.49,8.366E7,Health Care,Medical/Dental Instruments
STKL,"SunOpta, Inc.",2.54,2.233E8,Consumer Services,Farming/Seeds/Milling
STKS,"The ONE Group Hospitality, Inc.",3.7,1.0683E8,Consumer Services,Restaurants
STLD,"Steel Dynamics, Inc.",33.8,7.28E9,Basic Industries,Steel/Iron Ore
STML,"Stemline Therapeutics, Inc.",10.79,5.409E8,Health Care,Major Pharmaceuticals
STMP,Stamps.com Inc.,80.31,1.37E9,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,30.24,1.4173E8,Finance,Major Banks
STNE,StoneCo Ltd.,42.79,1.187E10,Technology,EDP Services
STOK,"Stoke Therapeutics, Inc.",26.54,8.6865E8,Health Care,Major Pharmaceuticals
STRA,"Strategic Education, Inc.",160.04,3.52E9,Consumer Services,Other Consumer Services
STRL,Sterling Construction Company Inc,14.15,3.9223E8,Basic Industries,Military/Government/Technical
STRM,"Streamline Health Solutions, Inc.",1.385,4.258E7,Technology,EDP Services
STRO,"Sutro Biopharma, Inc.",11.99,2.7685E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRS,Stratus Properties Inc.,30.98,2.5395E8,Consumer Services,Homebuilding
STRT,Strattec Security Corporation,22.53,8.577E7,Capital Goods,Auto Parts:O.E.M.
STSA,"Satsuma Pharmaceuticals, Inc.",19.65,3.4143E8,Health Care,Major Pharmaceuticals
STX,Seagate Technology PLC,60.5,1.589E10,Technology,Electronic Components
STXB,"Spirit of Texas Bancshares, Inc.",23.23,4.2393E8,Finance,Major Banks
SUMR,"Summer Infant, Inc.",0.2935,5560000.0,Consumer Durables,Miscellaneous manufacturing industries
SUNW,"Sunworks, Inc.",1.2516,6610000.0,Public Utilities,Telecommunications Equipment
SUPN,"Supernus Pharmaceuticals, Inc.",23.71,1.24E9,Health Care,Major Pharmaceuticals
SURF,"Surface Oncology, Inc.",1.87,5.214E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SVA,"Sinovac Biotech, Ltd.",6.47,4.6025E8,Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,9.25,1.1849E8,Finance,Major Banks
SVC,Service Properties Trust,23.91,3.93E9,Consumer Services,Real Estate Investment Trusts
SVMK,SVMK Inc.,18.42,2.48E9,Technology,"Computer Software: Programming, Data Processing"
SVRA,"Savara, Inc.",4.08,1.6814E8,Health Care,Major Pharmaceuticals
SWAV,"ShockWave Medical, Inc.",44.23,1.25E9,Health Care,Medical/Dental Instruments
SWIR,"Sierra Wireless, Inc.",9.8,3.5473E8,Technology,Radio And Television Broadcasting And Communications Equipment
SWKS,"Skyworks Solutions, Inc.",121.67,2.073E10,Technology,Semiconductors
SWTX,"SpringWorks Therapeutics, Inc.",35.16,1.51E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SXTC,"China SXT Pharmaceuticals, Inc.",0.8,2.153E7,Health Care,Major Pharmaceuticals
SY,So-Young International Inc.,12.13,1.24E9,Technology,EDP Services
SYBT,"Stock Yards Bancorp, Inc.",41.05,9.2764E8,Finance,Major Banks
SYBX,"Synlogic, Inc.",2.68,8.654E7,Health Care,Major Pharmaceuticals
SYKE,"Sykes Enterprises, Incorporated",37.12,1.54E9,Technology,EDP Services
SYNA,Synaptics Incorporated,66.26,2.22E9,Technology,Semiconductors
SYNC,"Synacor, Inc.",1.51,5.917E7,Technology,"Computer Software: Programming, Data Processing"
SYNH,"Syneos Health, Inc.",59.51,6.18E9,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYNL,Synalloy Corporation,12.72,1.1491E8,Basic Industries,Steel/Iron Ore
SYPR,"Sypris Solutions, Inc.",0.835,1.779E7,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",7.13,3.0261E8,Health Care,Major Pharmaceuticals
TA,TravelCenters of America Inc. ,16.34,1.3297999999999999E8,Consumer Durables,Automotive Aftermarket
TACO,"Del Taco Restaurants, Inc.",7.97,2.9536E8,Consumer Services,Restaurants
TACT,TransAct Technologies Incorporated,10.9,8.143E7,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated,2.87,1.6510000000000002E7,Technology,Electronic Components
TANH,Tantech Holdings Ltd.,1.65,4.761E7,Basic Industries,Major Chemicals
TAOP,Taoping Inc.,0.58,2.422E7,Technology,Computer Software: Prepackaged Software
TAST,"Carrols Restaurant Group, Inc.",7.03,3.6449E8,Consumer Services,Restaurants
TATT,TAT Technologies Ltd.,5.0,4.575E7,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",11.05,3.844E7,Capital Goods,Industrial Machinery/Components
TBBK,"The Bancorp, Inc.",12.89,7.3358E8,Finance,Major Banks
TBIO,"Translate Bio, Inc.",7.9,4.7417E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBK,"Triumph Bancorp, Inc.",37.92,9.6156E8,Finance,Major Banks
TBLT,"ToughBuilt Industries, Inc.",0.2749,8029999.999999999,Capital Goods,Industrial Machinery/Components
TBNK,Territorial Bancorp Inc.,30.77,2.9779E8,Finance,Savings Institutions
TBPH,"Theravance Biopharma, Inc.",24.67,1.4E9,Health Care,Major Pharmaceuticals
TC,TuanChe Limited,1.72,1.244E8,Miscellaneous,Business Services
TCBI,"Texas Capital Bancshares, Inc.",56.2,2.83E9,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",26.29,1.5774E8,Finance,Major Banks
TCBK,TriCo Bancshares,40.62,1.24E9,Finance,Major Banks
TCCO,Technical Communications Corporation,4.87,9010000.0,Technology,Radio And Television Broadcasting And Communications Equipment
TCDA,"Tricida, Inc.",37.19,1.85E9,Health Care,Major Pharmaceuticals
TCF,TCF Financial Corporation,47.11,7.23E9,Finance,Major Banks
TCFC,The Community Financial Corporation,35.35,1.9741E8,Finance,Major Banks
TCMD,"Tactile Systems Technology, Inc.",66.76,1.27E9,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited,36.97,2.175E10,Miscellaneous,Business Services
TCON,"TRACON Pharmaceuticals, Inc.",2.66,8350000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCRR,TCR2 Therapeutics Inc.,13.4,3.2206E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Tucows Inc.,62.1,6.622E8,Technology,EDP Services
TDAC,Trident Acquisitions Corp.,10.5166,2.7665E8,Finance,Business Services
TEAM,Atlassian Corporation Plc,122.88,3.0E10,Technology,Computer Software: Prepackaged Software
TECD,Tech Data Corporation,143.94,5.1E9,Technology,Retail: Computer Software & Peripheral Equipment
TECH,Bio-Techne Corp,219.46,8.359999999999999E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECTP,"Tectonic Financial, Inc.",10.4886,1.573E7,Finance,Major Banks
TEDU,"Tarena International, Inc.",2.36,1.2527E8,Consumer Services,Other Consumer Services
TELA,"TELA Bio, Inc.",12.95,1.4254E8,Health Care,Medical/Dental Instruments
TELL,Tellurian Inc.,7.24,1.75E9,Energy,Oil & Gas Production
TENB,"Tenable Holdings, Inc.",24.46,2.4E9,Technology,Computer Software: Prepackaged Software
TENX,"Tenax Therapeutics, Inc.",1.415,9540000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TER,"Teradyne, Inc.",69.68,1.168E10,Capital Goods,Electrical Products
TERP,"TerraForm Power, Inc.",15.35,3.49E9,Public Utilities,Electric Utilities: Central
TESS,TESSCO Technologies Incorporated,10.96,9.368E7,Technology,Electronic Components
TEUM,Pareteum Corporation,0.4286,5.698E7,Technology,EDP Services
TFFP,"TFF Pharmaceuticals, Inc.",5.35,9.871E7,Health Care,Major Pharmaceuticals
TFSL,TFS Financial Corporation,19.72,5.52E9,Finance,Savings Institutions
